Date,USD_AM,USD_PM,GBP_AM,GBP_PM,EURO_AM,EURO_PM
23-09-2009,1014.75,1010.25,617.658,615.256,686.105,684.127
24-09-2009,1014,1009.75,626.7,626.979,686.527,685.413
25-09-2009,997,991.5,622.736,619.455,678.878,674.398
28-09-2009,990.5,991.75,623.466,625.749,676.941,676.593
29-09-2009,991.75,989.5,625.986,620.765,680.259,680.349
30-09-2009,1001.25,995.75,622.126,624.099,682.608,682.628
01-10-2009,1005.75,1004.75,628.594,629.543,689.768,690.407
02-10-2009,998,1003.5,628.266,630.735,686.482,684.414
05-10-2009,1004.25,1005.5,628.049,630.984,686.479,687.945
06-10-2009,1020.25,1038.75,639.455,652.235,692.258,704.954
07-10-2009,1047,1040.25,658.946,655.234,711.422,709.1
08-10-2009,1054.75,1045,657.083,650.807,713.971,709.34
09-10-2009,1046.75,1051.5,656.27,660.573,710.239,712.881
12-10-2009,1052,1058.75,667.132,669.163,714.189,715.71
13-10-2009,1064.5,1057.5,675.744,668.331,719.5,713.755
14-10-2009,1066,1059.5,666.458,665.348,715.148,711.511
15-10-2009,1052.5,1053.5,649.01,648.867,705.713,707
16-10-2009,1047.75,1047.5,640.747,641.143,702.999,704.344
19-10-2009,1054.5,1050.5,647.767,643.295,706.296,704.041
20-10-2009,1064,1061.75,648.504,644.853,710.755,709.916
21-10-2009,1053.5,1053.75,635.366,633.949,705.06,703.062
22-10-2009,1054.75,1053,638.778,635.908,705.188,702.937
23-10-2009,1061.25,1061.75,645.411,649.786,705.9,707.456
26-10-2009,1055,1054,646.446,642.879,701.649,702.199
27-10-2009,1040.75,1036.5,633.831,635.11,698.959,699.818
28-10-2009,1035.5,1031.75,633.993,629.692,699.851,698.923
29-10-2009,1034,1040.5,628.495,627.147,700.922,702.566
30-10-2009,1044.5,1040,630.737,629.616,703.272,704.607
02-11-2009,1052,1062,641.776,647.521,712.255,716.841
03-11-2009,1058,1061,648.881,649.526,721.593,723.343
04-11-2009,1091.75,1090,659.987,660.046,739.568,736.089
05-11-2009,1088,1089,657.879,656.815,732.66,731.904
06-11-2009,1095,1096.75,659.599,661.29,735.047,735.679
09-11-2009,1108.5,1106.75,658.802,659.762,738.901,737.833
10-11-2009,1099.75,1101.5,658.809,659.028,732.727,735.314
11-11-2009,1114.75,1115.25,667.515,669.82,741.93,742.263
12-11-2009,1116,1114.75,672.897,673.646,746.189,747.753
13-11-2009,1107.5,1104,664.048,663.541,744.588,744.236
16-11-2009,1128.75,1130,676.83,674.788,759.258,729.424
17-11-2009,1131.75,1134.75,673.1,675.326,759.258,763.576
18-11-2009,1146,1149,681.615,684.825,767.068,768.613
19-11-2009,1136,1135.5,681.545,682.843,763.852,763.361
20-11-2009,1142.5,1140,690.833,691.035,768.067,768.298
23-11-2009,1166,1169.5,702.41,702.867,778.527,780.083
24-11-2009,1170.25,1163.25,708.813,703.295,782.933,778.51
25-11-2009,1176.5,1179.75,704.449,706.733,782.924,783.107
26-11-2009,1183,1182.75,714.458,716.297,784.223,787.24
27-11-2009,1164.5,1166.5,708.98,709.119,780.758,781.313
30-11-2009,1172,1175.75,709.228,714.742,778.686,782.321
01-12-2009,1193.5,1192.5,720.93,718.547,791.761,790.678
02-12-2009,1211.5,1212.5,727.104,727.922,802.105,804.312
03-12-2009,1218.25,1208.75,731.594,728.382,805.455,805.455
04-12-2009,1203.25,1190.25,723.672,717.45,798.865,796.953
07-12-2009,1147.5,1142.5,700.421,697.923,773.978,771.438
08-12-2009,1164.25,1146.75,713.039,703.657,784.218,776.563
09-12-2009,1142.25,1141,699.694,703.669,773.568,774.82
10-12-2009,1125.75,1128.5,690.687,694.804,764.205,766.8
11-12-2009,1140,1124,698.572,692.545,771.73,768.074
14-12-2009,1120,1123.75,690.42,691.666,764.61,767.327
15-12-2009,1115,1122,685.943,690.589,766.428,771.028
16-12-2009,1134,1137.5,693.875,694.656,778.686,780.178
17-12-2009,1121.5,1117,696.022,692.069,781.533,777.855
18-12-2009,1106.5,1104.5,682.056,682.253,769.044,769.365
21-12-2009,1113.25,1105.5,690.174,687.286,776.921,771.243
22-12-2009,1094.25,1084,683.735,678.773,765.103,759.316
23-12-2009,1080.5,1085.25,677.472,680.408,758.299,759.022
24-12-2009,1104.5,,690.183,,766.482,
29-12-2009,1103,1106,689.375,691.12,765.122,766.618
30-12-2009,1092.5,1087.5,688.319,682.974,761.006,760.702
31-12-2009,1104,,684.184,,766.401,
04-01-2010,1113,1121.5,686.825,693.483,774.261,777.47
05-01-2010,1125.25,1123.25,701.702,700.324,779.529,779.385
06-01-2010,1125,1130,702.774,708.02,783.317,786.579
07-01-2010,1130.75,1130.25,709.468,710.09,787.65,789.06
08-01-2010,1121.75,1126.75,699.913,704.395,783.4,786.837
11-01-2010,1158,1153,716.318,714.817,797.74,794.351
12-01-2010,1152.75,1151.25,713.821,712.495,794.836,793.145
13-01-2010,1132.75,1127.25,697.377,693.266,780.615,776.343
14-01-2010,1137.5,1138.25,698.71,698.099,783.834,785.921
15-01-2010,1132,1128,695.332,692.875,786.652,784.969
18-01-2010,1135.75,1134.5,694.181,695.159,789.702,788.614
19-01-2010,1134,1133,691.295,691.866,791.126,792.862
20-01-2010,1129,1120.25,693.574,686.975,796.08,792.648
21-01-2010,1104,1108.25,682.83,682.967,785.597,786.049
22-01-2010,1096.5,1084,674.603,673.669,774.364,768.086
25-01-2010,1103.5,1095.25,682.352,676.581,777.825,774.028
26-01-2010,1090.75,1093.25,676.644,677.48,773.582,777.45
27-01-2010,1094.75,1094.75,675.022,676.147,778.019,779.181
28-01-2010,1091.75,1088,672.26,671.854,779.209,779.37
29-01-2010,1082.75,1078.5,670.641,672.423,775.442,775.397
01-02-2010,1082,1086.5,682.004,683.076,778.137,781.655
02-02-2010,1114,1111,699.309,696.945,798.795,796.816
03-02-2010,1118.5,1115.25,698.931,698.603,798.586,799.577
04-02-2010,1102.5,1083.25,695.671,685.601,796.259,784.395
05-02-2010,1052.25,1058,670.01,676.471,769.02,773.675
08-02-2010,1070,1064,686.822,682.139,780.623,778.86
09-02-2010,1068,1071.25,685.758,685.468,778.029,779.544
10-02-2010,1075.5,1069.5,685.079,685.841,780.309,779.519
11-02-2010,1079.5,1076.25,691.322,690.037,784.52,788.635
12-02-2010,1078.25,1082,690.389,692.702,795.346,795.413
15-02-2010,1099.5,1098.25,701.212,701.309,807.209,808.072
16-02-2010,1115.25,1115.25,710.577,713.075,816.315,816.674
17-02-2010,1118.25,1119,709.1,709.845,813.805,817.027
18-02-2010,1105.5,1118,708.109,714.24,813.765,820.129
19-02-2010,1107,1112.75,719.485,721.815,819.696,824.198
22-02-2010,1119.75,1115.25,723.82,720.818,822.862,820.459
23-02-2010,1112,1107,721.516,716.737,816.926,816.854
24-02-2010,1093,1103,707.764,714.378,806.523,812.403
25-02-2010,1092.75,1094.5,713.936,715.453,809.085,810.321
26-02-2010,1112.5,1108.25,728.6,731.18,817.594,816.932
01-03-2010,1117.25,1114,742.655,746.149,819.94,824.269
02-03-2010,1116,1126.5,747.438,752.857,826.973,831.243
03-03-2010,1136.25,1136.5,755.536,754.648,834.067,832.906
04-03-2010,1136.25,1134.5,753.032,750.331,831.017,831.745
05-03-2010,1135,1135,755.006,755.307,834.989,836.527
08-03-2010,1134,1125.75,749.207,743.904,831.317,823.519
09-03-2010,1120,1115.75,748.963,744.33,824.317,821.431
10-03-2010,1124.5,1120.5,754.242,750.05,827.629,822.687
11-03-2010,1106,1104,736.45,735.608,809.723,809.028
12-03-2010,1118.75,1106.25,737.962,730.777,811.806,805.717
15-03-2010,1104,1104.25,733.652,733.429,804.606,807.495
16-03-2010,1113.25,1124.75,737.398,740.893,813.363,817.168
17-03-2010,1131.25,1121.75,736.491,732.356,820.757,815.818
18-03-2010,1122.75,1122.75,734.159,734.448,820.724,821.504
19-03-2010,1121.5,1105.5,740.753,736.754,826.577,818.343
22-03-2010,1104.25,1097.25,736.167,728.054,816.27,810.676
23-03-2010,1100.75,1101.5,733.247,731.359,814.465,814.177
24-03-2010,1094,1090.75,731.87,731.605,819.353,816.491
25-03-2010,1093.5,1093,730.754,734.543,819.224,818.788
26-03-2010,1098,1096.5,737.903,735.807,820.505,818.406
29-03-2010,1111.25,1107.5,742.219,739.171,824.981,823.543
30-03-2010,1109.75,1107,736.446,732.143,823.562,822.926
31-03-2010,1109.5,1115.5,732.102,736.401,823.988,825.074
01-04-2010,1116,1123.5,733.487,737.205,826.789,832.654
06-04-2010,1124,1132.75,741.62,746.704,837.743,847.233
07-04-2010,1133.25,1142,743.651,751.217,845.583,854.726
08-04-2010,1146.5,1148,754.972,755.81,862.744,861.215
09-04-2010,1156,1152.5,752.898,750.033,863.009,857.26
12-04-2010,1163.5,1158.75,753.66,753.022,854.196,852.21
13-04-2010,1149.25,1148.25,747.431,745.617,847.342,846.043
14-04-2010,1159,1153.75,750.939,746.957,849.52,847.162
15-04-2010,1151.25,1154.5,745.87,746.862,849.945,851.715
16-04-2010,1157,1151.5,748.673,746.419,853.686,851.26
19-04-2010,1127.5,1136.25,740.802,743.23,838.914,844.356
20-04-2010,1142.5,1144.75,742.028,745.911,845.044,850.23
21-04-2010,1143.75,1143,741.347,742.16,851.004,853.303
22-04-2010,1144.25,1133.75,742.056,737.974,856.282,853.213
23-04-2010,1140,1139.5,742.526,744.333,855.406,856.896
26-04-2010,1154,1154.5,747.409,746.718,867.8,866.742
27-04-2010,1152.25,1149.5,750.749,749.202,863.691,863.831
28-04-2010,1164.25,1161,767.924,764.218,884.285,880.613
29-04-2010,1170,1166.75,768.877,765.584,883.686,882.364
30-04-2010,1175.25,1179.25,765.386,773.076,882.784,887.388
04-05-2010,1184.25,1185,779.009,782.798,901.462,907.281
05-05-2010,1172,1165,773.495,771.983,902.51,906.474
06-05-2010,1178,1185.25,783.088,787.385,922.764,928.807
07-05-2010,1199.6,1202.25,825.602,818.581,941.823,949.045
10-05-2010,1188.25,1196.5,793.436,798.732,910.188,929.248
11-05-2010,1209,1222.5,815.074,824.065,953.771,960.405
12-05-2010,1241.25,1237.5,831.825,832.213,977.901,974.409
13-05-2010,1235,1237.5,836.664,841.15,982.811,985.27
14-05-2010,1238.75,1236.5,852.664,848.662,993.304,993.971
17-05-2010,1230.25,1236,852.682,854.772,999.553,998.949
18-05-2010,1215,1216.75,841.996,840.761,981.342,981.329
19-05-2010,1209.5,1195,847.048,831.42,992.858,968.867
20-05-2010,1187.25,1192,826.373,833.159,958.232,964.713
21-05-2010,1183.5,1179.75,821.704,816.775,943.479,937.798
24-05-2010,1183.75,1187,819.318,824.306,953.253,959.812
25-05-2010,1189.5,1198.25,833.1,834.552,974.281,978.323
26-05-2010,1212.5,1212,841.079,841.901,983.294,989.226
27-05-2010,1210.75,1211,832.417,839.34,987.159,991.729
28-05-2010,1214,1207.5,834.135,830.868,978.322,976.231
01-06-2010,1219.75,1227.75,843.359,837.769,1006.39,1003.47
02-06-2010,1221,1215,831.461,834.02,997.712,996.555
03-06-2010,1219.75,1215,830.553,829.578,993.039,991.999
04-06-2010,1203.5,1203.5,821.277,826.296,986.556,999.419
07-06-2010,1212.4,1215,840.019,836.892,1012.19,1017.5
08-06-2010,1248,1246,867.45,865.578,1048.03,1042.94
09-06-2010,1235,1233.5,853.49,847.3,1033.56,1024.93
10-06-2010,1220,1217.5,835.845,830.774,1010.18,1003.88
11-06-2010,1220.5,1220,832.31,837.107,1007.18,1006.93
14-06-2010,1229.5,1223.75,833.785,829.38,1004.33,999.224
15-06-2010,1223,1225,831.012,828.374,1001.39,997.395
16-06-2010,1235.5,1234.5,835.079,833.277,1005.04,1002.52
17-06-2010,1234.5,1245,834.911,840.024,998.302,1003.87
18-06-2010,1244,1256,838.444,848.419,1004.2,1015.61
21-06-2010,1259.5,1254.5,846.324,845.18,1015.15,1012.27
22-06-2010,1235.25,1236,840.078,835.304,1006.35,1006.35
23-06-2010,1243,1226.5,834.116,825.902,1011.97,1004.09
24-06-2010,1233.25,1236.25,822.002,824.771,1003.62,1004.26
25-06-2010,1242.5,1254,833.725,838.628,1011.89,1019.26
28-06-2010,1256,1261,834.219,835.708,1015.11,1023.54
29-06-2010,1236,1234.5,822.684,819.503,1013.45,1015.13
30-06-2010,1240.5,1244,826.009,829.61,1011.25,1012.7
01-07-2010,1240,1234,832.159,817.76,1009.77,992.999
02-07-2010,1210.5,1201.5,796.434,791.346,968.168,954.329
05-07-2010,1208.5,1208,798.533,799.471,964.87,964.856
06-07-2010,1210.75,1195,798.121,787.064,962.211,946.91
07-07-2010,1186,1193.25,785.274,786.067,944.042,946.048
08-07-2010,1201.25,1193.5,792.277,788.726,949.305,941.469
09-07-2010,1196.25,1208.75,787.732,799.438,944.681,957.122
12-07-2010,1203.75,1205.5,803.732,799.403,958.476,958.039
13-07-2010,1206.5,1216,798.531,801.952,959.52,960.43
14-07-2010,1212.25,1207,794.71,792.463,954.002,950.169
15-07-2010,1211.75,1208,790.96,785.129,947.494,937.233
16-07-2010,1204.75,1189.25,780.683,774.655,928.803,917.702
19-07-2010,1190.25,1181,779.674,774.833,919.467,910.633
20-07-2010,1181.5,1183,776.281,777.267,912.567,918.407
21-07-2010,1191.25,1191.5,779.461,783.315,926.61,930.496
22-07-2010,1187,1199.5,777.29,785.064,925.536,930.422
23-07-2010,1198.75,1190.5,778.51,774.712,926.821,928.917
26-07-2010,1189,1183.5,767.245,763.795,920.92,914.111
27-07-2010,1184,1168,765.897,752.286,912.735,900.262
28-07-2010,1164,1157,746.01,740.764,893.872,889.179
29-07-2010,1166,1162.5,745.048,743.001,891.71,889.305
30-07-2010,1168,1169,747.616,748.879,897.013,897.918
02-08-2010,1178,1188.5,745.334,749.606,901.577,904.628
03-08-2010,1184,1187.5,743.392,746.621,894.192,900.303
04-08-2010,1194.5,1199.5,750.597,754.403,904.308,911.059
05-08-2010,1195.5,1192.5,752.644,752.366,906.025,906.017
06-08-2010,1194.5,1207.75,753.105,755.316,906.091,906.259
09-08-2010,1206,1203,756.113,754.374,907.859,908.404
10-08-2010,1196.75,1192.5,757.533,758.733,909.523,910.444
11-08-2010,1198,1205.5,762.038,768.814,918.078,929.023
12-08-2010,1200,1213,767.607,778.063,934.07,945.146
13-08-2010,1215,1214.25,778.198,777.867,946.188,947.375
16-08-2010,1222,1223.5,783.836,781.739,953.57,954.368
17-08-2010,1226.25,1226,781.997,785.797,951.319,951.716
18-08-2010,1223,1218,782.319,780.019,948.945,946.093
19-08-2010,1228,1233.5,785.317,787.173,957.057,957.166
20-08-2010,1230.5,1223.5,791.828,788.338,964.141,964.525
23-08-2010,1227,1226,789.829,787.311,966.675,964.595
24-08-2010,1218,1222,790.498,791.707,964.142,964.483
25-08-2010,1237.5,1237.5,802.529,801.23,975.946,977.102
26-08-2010,1240.25,1237,798.667,794.069,976.806,969.588
27-08-2010,1234.5,1235,796.195,798.474,970.595,972.135
31-08-2010,1233.5,1246,800.091,809.459,972.869,979.098
01-09-2010,1250,1246.5,812.533,806.535,977.632,971.627
02-09-2010,1247.75,1248.5,810.122,812.984,972.222,975.162
03-09-2010,1252,1240.5,812.407,803.953,975.306,964.019
06-09-2010,1249.5,1249,811.153,812.622,969.657,970.172
07-09-2010,1247.25,1256.75,811.536,820.333,977.315,985.686
08-09-2010,1258,1255,814.292,810.305,991.723,985.009
09-09-2010,1253.5,1255,813.38,812.298,984.914,985.009
10-09-2010,1248.75,1246.5,808.514,809.942,980.951,981.883
13-09-2010,1243,1243.75,804.375,807.42,970.866,969.408
14-09-2010,1253.25,1265.5,813.852,818.882,975.444,982.76
15-09-2010,1270.4,1267,818.82,815.001,978.887,974.99
16-09-2010,1271.25,1272.5,815.374,815.026,971.978,971.968
17-09-2010,1281.5,1274,816.19,813.953,975.489,975.05
20-09-2010,1280.25,1279.25,821.199,821.19,977.589,979.368
21-09-2010,1278.75,1275,823.3,819.409,972.877,971.133
22-09-2010,1291.75,1293.5,823.558,825.463,966.156,963.501
23-09-2010,1291.5,1290.75,824.502,822.92,968.577,968.305
24-09-2010,1298,1297,826.488,821.406,967.357,963.238
27-09-2010,1298.25,1297,820.898,819.693,965.744,963.739
28-09-2010,1289,1294,813.044,820.701,958.436,959.087
29-09-2010,1307.5,1307.5,826.12,827.218,962.388,961.256
30-09-2010,1311,1307,824.321,829.79,960.088,958.352
01-10-2010,1313,1316.25,828.287,832.859,955.187,957.412
04-10-2010,1316,1313.5,834.02,828.455,961.777,959.039
05-10-2010,1325.75,1330.5,835.487,838.057,962.153,964.83
06-10-2010,1347,1346.5,847.436,848.51,972.282,970.101
07-10-2010,1359.5,1345,853.1,843.525,973.017,964.503
08-10-2010,1330.5,1341.5,838.321,840.96,956.575,961.994
11-10-2010,1348.5,1351.5,846.144,848.559,967.291,969.721
12-10-2010,1343.5,1348.5,849.027,853.157,972.846,975.619
13-10-2010,1358.5,1365.5,856.773,862.439,970.981,979.415
14-10-2010,1380.75,1373.25,860.12,859.087,980.159,975.943
15-10-2010,1377.25,1367.5,858.367,852.503,977.328,975.253
18-10-2010,1359.75,1367.25,855.996,860.718,978.871,980.108
19-10-2010,1367.75,1339,864.352,851.023,981.099,969.517
20-10-2010,1340.5,1339,852.356,847.737,970.041,962.617
21-10-2010,1345.25,1343.5,852.287,852.204,959.522,960.192
22-10-2010,1319,1322.5,840.341,842.786,947.285,949.322
25-10-2010,1345,1337.5,854.728,851.098,957.636,954.607
26-10-2010,1334,1329.5,841.959,839.119,957.783,958.475
27-10-2010,1332.25,1324.5,841.014,837.231,964.141,960.2
28-10-2010,1326.5,1333.5,837.384,836.785,958.523,959.215
29-10-2010,1336.75,1346.75,840.723,843.036,966.628,968.258
01-11-2010,1361.5,1354.5,847.758,845.136,975.566,975.302
02-11-2010,1358,1351,849.015,843.058,971.805,963.967
03-11-2010,1358.5,1345.5,842.011,835.455,966.904,958.88
04-11-2010,1361,1381,840.954,848.124,955.624,968.443
05-11-2010,1384.25,1395.5,855.373,859.034,978.061,990.278
08-11-2010,1390,1388.5,860.628,860.978,997.703,998.921
09-11-2010,1416.25,1421,877.315,879.386,1016.91,1018.78
10-11-2010,1402,1390.5,874.228,867.274,1016.38,1016.22
11-11-2010,1413,1398.5,875.79,867.287,1028.38,1022.97
12-11-2010,1387,1388.5,865.145,859.752,1013.22,1010.11
15-11-2010,1367,1368.5,849.279,850.951,1002.71,1004.99
16-11-2010,1363.25,1349,850.012,843.494,1001.87,993.665
17-11-2010,1336.5,1337.5,839.194,839.98,988.389,988.106
18-11-2010,1356.75,1350.25,850.36,844.434,995.853,992.612
19-11-2010,1357.5,1342.5,845.162,841.587,990.659,983.589
22-11-2010,1357.5,1356.5,845.531,849.352,987.704,993.264
23-11-2010,1361,1377.5,853.988,867.443,1001.32,1024.32
24-11-2010,1376.25,1372.5,873.477,870.103,1033.07,1025.02
25-11-2010,1370.5,1373.25,870.048,870.689,1030.68,1028.88
26-11-2010,1366.5,1355,870.16,866.424,1031.17,1022.64
29-11-2010,1360,1357,872.466,873.793,1030.3,1038.49
30-11-2010,1375,1383.5,885.098,890.856,1056.07,1063.82
01-12-2010,1391.5,1385.5,890.161,888.426,1062.62,1056.1
02-12-2010,1390,1389,888.917,891.413,1052.63,1053.47
03-12-2010,1391.75,1403.5,888.219,894.861,1049.11,1051.31
06-12-2010,1411.5,1415.25,899.388,903.101,1062.32,1065.86
07-12-2010,1426,1420,902.132,898.734,1065.85,1062.4
08-12-2010,1395,1385.5,887.461,877.176,1054.9,1046.06
09-12-2010,1382,1391.25,875.848,881.207,1045.94,1052.78
10-12-2010,1390,1375.25,877.802,871.239,1048.03,1041.38
13-12-2010,1388.25,1399,882.661,886.397,1050.75,1048.96
14-12-2010,1405,1394.5,884.984,884.33,1043.68,1041.06
15-12-2010,1388.25,1388.75,884.01,888.573,1043.64,1040.26
16-12-2010,1384,1363,887.521,873.998,1046.66,1031.01
17-12-2010,1374.75,1368.5,879.559,882.334,1030.7,1035.57
20-12-2010,1381,1380,888.96,889.23,1051.47,1049.83
21-12-2010,1386,1383,894.078,892.258,1053.43,1052.43
22-12-2010,1389,1387,898.331,900.415,1056.68,1059.91
23-12-2010,1384,1373.5,898.701,890.553,1056,1051.28
24-12-2010,1380.5,,893.528,,1052.61,
29-12-2010,1403.5,1412.5,912.43,914.535,1069.9,1075.37
30-12-2010,1411.5,1405.5,912.47,909.532,1064.16,1056.45
31-12-2010,1410.25,,908.725,,1055.1,
04-01-2011,1405.5,1388.5,898.772,890.407,1048.88,1039.14
05-01-2011,1382.75,1368,886.151,882.012,1044.06,1039.12
06-01-2011,1376,1368.5,889.463,882.732,1050.7,1046.65
07-01-2011,1358,1367,879.078,880.799,1045.98,1053.16
10-01-2011,1368.25,1368.25,882.685,881.888,1060.33,1060.41
11-01-2011,1381,1374,889.018,883.488,1067.65,1063.88
12-01-2011,1383.5,1378.75,884.534,880.203,1061.29,1057.73
13-01-2011,1380.75,1381.5,877.056,871.609,1050.24,1037.79
14-01-2011,1369.25,1367,864.262,860.56,1023.66,1021.29
17-01-2011,1357.5,1360.5,854.957,854.854,1022.98,1022.55
18-01-2011,1368.75,1369.5,853.601,855.938,1021.46,1018.67
19-01-2011,1373.75,1372,859.776,858.466,1019.1,1017.05
20-01-2011,1364.5,1345.5,853.292,845.748,1011.71,999.109
21-01-2011,1344,1343.5,844.486,840.844,992.981,991.074
24-01-2011,1347.5,1343,845.676,840.952,993.805,984.676
25-01-2011,1326,1324,840.304,839.196,975.359,972.457
26-01-2011,1335.5,1328,841.207,836.799,974.32,972.68
27-01-2011,1337.5,1334.5,839.98,837.097,974.215,972.384
28-01-2011,1316,1319,828.09,830.605,957.787,962.774
31-01-2011,1333.5,1327,839.418,831.193,976.923,967.765
01-02-2011,1337.5,1331.5,830.178,827.533,973.719,969.068
02-02-2011,1337,1337,824.291,825.411,966.529,968.7
03-02-2011,1332.5,1328,820.252,822.902,967.051,973.893
04-02-2011,1347.5,1355,835.866,843.974,988.777,999.926
07-02-2011,1347,1347.5,835.815,836.801,992.192,997.04
08-02-2011,1354,1363.5,839.898,850.062,992.741,999.707
09-02-2011,1362.5,1365,847.062,848.353,998.315,996.35
10-02-2011,1358.75,1353.25,844.889,843.935,995.348,996.209
11-02-2011,1359,1364,849.8,852.5,1004.73,1007.31
14-02-2011,1356.75,1365,847.969,851.157,1008.06,1012.69
15-02-2011,1372.25,1372.75,856.051,850.421,1014.3,1016.78
16-02-2011,1374.5,1371.25,852.985,856.122,1015.14,1017.63
17-02-2011,1377,1379,853.318,853.606,1014.74,1014.87
18-02-2011,1385.5,1383.5,854.93,852.696,1021.76,1015.04
21-02-2011,1399.5,1403,862.824,864.715,1023.62,1026.56
22-02-2011,1394.5,1401,862.453,866.312,1024.84,1023.37
23-02-2011,1401.25,1409.25,863.636,866.804,1021.47,1024.54
24-02-2011,1414.5,1411.5,873.526,873.669,1025.59,1024.16
25-02-2011,1405,1402.5,874.137,874.54,1018.63,1021.26
28-02-2011,1409.75,1411,868.822,868.682,1019.19,1020.02
01-03-2011,1414.5,1420.75,867.579,872.375,1021.74,1029.31
02-03-2011,1430.5,1435.5,877.823,879.003,1035.17,1034.82
03-03-2011,1430.5,1421.5,879.226,874.446,1031.51,1020.39
04-03-2011,1418,1427,871.864,876.267,1014.74,1019.29
07-03-2011,1437,1437.5,880.515,884.507,1025.26,1026.27
08-03-2011,1435,1426.25,886.897,883.127,1030.37,1027.85
09-03-2011,1431.5,1431,884.297,884.207,1031.34,1028.39
10-03-2011,1424.25,1413.25,880.199,878.45,1029.08,1022.09
11-03-2011,1409.75,1411.5,881.535,880.976,1024.08,1021.35
14-03-2011,1424.5,1422.25,884.453,881.851,1019.83,1018.37
15-03-2011,1407,1400.5,878.826,872.205,1013.4,1003.94
16-03-2011,1398.5,1402,869.984,873.901,1002.37,1007.18
17-03-2011,1403.5,1403.75,869.04,870.543,1000.57,1002.18
18-03-2011,1415.5,1420,878.647,877.952,1004.54,1004.39
21-03-2011,1427.75,1432,877.212,879.607,1007.94,1009.66
22-03-2011,1425.5,1426,869.525,870.787,1000.63,1004.58
23-03-2011,1433,1439.5,878.925,885.247,1008.59,1017.82
24-03-2011,1441.25,1447,891.146,892.384,1019.7,1018.44
25-03-2011,1434,1436,890.186,892.924,1012.35,1014.84
28-03-2011,1420,1417,890.003,884.023,1009.45,1005.18
29-03-2011,1414,1417.5,883.198,886.658,1002.27,1006.25
30-03-2011,1419,1425.5,883.397,889.048,1007.53,1013.44
31-03-2011,1431,1439,887.497,896.853,1006.47,1014.52
01-04-2011,1434.5,1418,895.052,886.527,1013.21,1006.53
04-04-2011,1432.5,1435.5,888.207,889.075,1008.16,1009.14
05-04-2011,1434.5,1433.5,883.367,882.643,1011.21,1011
06-04-2011,1457,1461.5,894.249,896.901,1019.02,1022.1
07-04-2011,1456.5,1459.5,891.807,893.973,1019.46,1020.99
08-04-2011,1470.5,1469.5,897.796,896.638,1020.97,1017.73
11-04-2011,1469.5,1468,898.282,895.723,1016.6,1016.06
12-04-2011,1461.25,1450.5,899.452,890.096,1011.11,1001.66
13-04-2011,1458,1457.5,897.231,896.261,1006.49,1006.98
14-04-2011,1457.5,1465.75,892.693,897.032,1007.81,1014.85
15-04-2011,1472.5,1476.75,901.494,903.764,1018.61,1023.81
18-04-2011,1484.5,1493,913.089,917.076,1036.81,1046.25
19-04-2011,1495,1490.5,917.966,914.477,1047.58,1042.09
20-04-2011,1505,1501,920.152,915.132,1037.93,1033.32
21-04-2011,1507,1504,909.969,908.652,1028.95,1033.39
26-04-2011,1505,1497.5,912.287,910.611,1028.64,1024.98
27-04-2011,1508,1511,910.243,912.44,1027.32,1029.64
28-04-2011,1531,1535.5,918.802,919.736,1031.6,1034.36
03-05-2011,1546.5,1540.25,938.126,934.334,1045.22,1038.95
04-05-2011,1536,1541,929.782,931.118,1033.23,1033.19
05-05-2011,1514.5,1511,918.658,917.704,1018.08,1029.36
06-05-2011,1487.75,1486.5,908.106,905.023,1023.85,1024.61
09-05-2011,1505,1502,919.983,921.02,1044.85,1051.16
10-05-2011,1517.25,1513.5,927.301,925.575,1056.51,1054.56
11-05-2011,1524.5,1508,926.86,916.829,1057.95,1054.25
12-05-2011,1488.25,1489.5,913.653,916.164,1050.5,1050.65
13-05-2011,1511,1505.75,928.418,928.043,1057.09,1058.15
16-05-2011,1495,1500.75,923.41,924.79,1058.56,1055.9
17-05-2011,1495.5,1478.5,918.499,912.26,1051.54,1044.14
18-05-2011,1491.25,1496.5,921.378,927.429,1046.71,1051.95
19-05-2011,1488.75,1493,920.117,923.486,1045.47,1045.52
20-05-2011,1502.75,1490.75,924.542,921.467,1050.87,1052.64
23-05-2011,1508.5,1510.5,935.562,936.86,1077.81,1076.16
24-05-2011,1520.75,1527,942.224,944.867,1078.85,1082.67
25-05-2011,1527,1526.25,942.884,939.809,1084.13,1086.84
26-05-2011,1521.5,1518.5,934.41,928.917,1074.66,1073.52
27-05-2011,1525,1533,928.463,932.936,1074.09,1076.17
31-05-2011,1537,1536.5,931.741,932.625,1066.25,1067.38
01-06-2011,1532.25,1533.75,933.616,934.985,1062.96,1063.26
02-06-2011,1540.75,1539.5,940.859,942.166,1068.26,1065.84
03-06-2011,1531,1540,939.321,942.588,1056.44,1059.29
06-06-2011,1542.75,1549,939.67,945.665,1054.66,1059.36
07-06-2011,1548.4,1545,942.193,938.639,1055.78,1053.53
08-06-2011,1535.5,1537.75,937.882,939.256,1047.98,1052.03
09-06-2011,1534,1537.75,933.828,939.428,1049.97,1059.79
10-06-2011,1541,1529.25,945.689,941.888,1064.45,1061.02
13-06-2011,1524.7,1526.25,937.527,935.03,1062.88,1060.78
14-06-2011,1519,1516,927.011,924.503,1052.08,1049.5
15-06-2011,1517.75,1529.75,931.878,940.574,1060.55,1069.68
